question,response_j,response_k,id_lst
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {농부들,볏단,묶다,베다,벼}
1. 벼를 베려고 농부들은 볏단을 단단히 묶었다.
2. 볏단을 묶는 작업은 수고롭다.
3. 벼를 베어서 볏단으로 만드는 과정이 있다.
4. 농부들이 벼를 베다.",1. 벼를 베려고 농부들은 볏단을 단단히 묶었다.,3. 벼를 베어서 볏단으로 만드는 과정이 있다.,Kocommon_Gen
"눈물이 흐른다.
     다음 원인에 적절한 답은 무엇일까요?",슬픈 영화를 보았다.,코미디 영화를 보았다.,Hellaswag
"연필로 글씨를 썼다.
     다음 결과에 적절한 답은 무엇일까요?",연필심이 닳았다.,연필을 깎았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {형편없다,사람,보다,사람}
1. 그 사람은 보기와는 달리 형편없는 사람이다.
2. 형편없다는 말을 그는 자주 사용했다.
3. 그 사람을 더 이상 보다 못해서 도와주기로 했다.
4. 그 사람은 다른 사람과는 달리 형편없는 상태였다.",1. 그 사람은 보기와는 달리 형편없는 사람이다.,4. 그 사람은 다른 사람과는 달리 형편없는 상태였다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {검은색,신발,옷,승규}
1. 승규가 검은색 옷을 좋아한다.
2. 승규의 옷과 신발은 모두 검은색이었다.
3. 검은색 신발은 어떤 옷에도 잘 어울린다.
4. 신발은 다양한 색상과 디자인이 있다.",2. 승규의 옷과 신발은 모두 검은색이었다.,3. 검은색 신발은 어떤 옷에도 잘 어울린다.,Kocommon_Gen
"여자는 눈이 충혈되었다.
     다음 원인에 적절한 답은 무엇일까요?",여자는 눈병에 걸렸다.,여자는 안경을 착용했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {느리다,움직이다,운동,하다,허리,그}
1. 그가 운동을 하고 있다.
2. 허리가 아프니 조심히 움직여.
3. 하루는 너무 느리게 지나가.
4. 그는 운동을 열심히 해서 허리를 느리게 움직였다.",4. 그는 운동을 열심히 해서 허리를 느리게 움직였다.,3. 하루는 너무 느리게 지나가.,Kocommon_Gen
"대통령이 탄핵되었다.
     다음 원인에 적절한 답은 무엇일까요?",대통령이 유죄판결을 받았다.,새로운 대통령 선거가 실시되었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {음식,남기다,쓰레기,되다}
1. 음식이 되다 중요한 에너지원이다.
2. 음식을 남기지 않으면 쓰레기가 될 수 있어서 조심해야 한다.
3. 쓰레기를 처리하는 방법은 많다.
4. 남기다 쓰레기는 좋지 않은 행동이다.",2. 음식을 남기지 않으면 쓰레기가 될 수 있어서 조심해야 한다.,4. 남기다 쓰레기는 좋지 않은 행동이다.,Kocommon_Gen
"아이가 바늘로 풍선을 찔렀다.
     다음 결과에 적절한 답은 무엇일까요?",풍선이 터졌다. ,풍선이 부풀어 올랐다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {살다,모,논,누르다,흙}
1. 흙을 꾹꾹 눌러야만 논에서 모를 살 수 있다.
2. 논에 물이 많이 차서 흙이 무너졌다.
3. 그는 힘을 모아 큰 일을 해냈다.
4. 살다 보면 여러 가지 일을 겪게 된다.",1. 흙을 꾹꾹 눌러야만 논에서 모를 살 수 있다.,4. 살다 보면 여러 가지 일을 겪게 된다.,Kocommon_Gen
"학생은 암기한 내용을 까먹었다.
     다음 결과에 적절한 답은 무엇일까요?",학생은 시험을 잘 보지 못했다.,학생은 시험을 잘 봤다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {춥다,얼다,놓아두다,바깥,식혜}
1. 바깥은 정말 춥다.
2. 얼다 보면 정신을 차릴 수 없을 지경이다.
3. 한 겨울에 식혜를 추운 바깥에 놓아두었더니 얼었다.
4. 식혜는 달콤하고 시원하다.",3. 한 겨울에 식혜를 추운 바깥에 놓아두었더니 얼었다.,4. 식혜는 달콤하고 시원하다.,Kocommon_Gen
"남자가 파산 신청을 했다.
     다음 원인에 적절한 답은 무엇일까요?","남자가 사기를 당해, 가진 돈을 전부 잃었다.","남자가 복권에 당첨되어, 목돈을 얻었다.",Hellaswag
"자전거 브레이크를 잡았다.
     다음 결과에 적절한 답은 무엇일까요?",자전거가 멈춘다.,자전거가 빠르게 달려간다.,Hellaswag
"봉지를 뜯은 부분을 집게로 밀봉했다.
     다음 원인에 적절한 답은 무엇일까요?",봉지 안에 과자가 남아있다.,봉지 안의 과자를 다 먹었다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {옛날,감,이용하다,옷감,물,들이다}
1. 물을 뜨기 위해 장독대를 이용하다가 넘어졌다.
2. 이 감은 매우 옛날에 수확되었다.
3. 옛날에는 감을 주로 이용해 옷감에 물을 들였다.
4. 옛날 사람들은 옷감을 직접 짜서 사용했다.",3. 옛날에는 감을 주로 이용해 옷감에 물을 들였다.,1. 물을 뜨기 위해 장독대를 이용하다가 넘어졌다.,Kocommon_Gen
"키친 타올로 바닥을 닦았다.
     다음 원인에 적절한 답은 무엇일까요?",바닥에 주스를 흘렸다.,바닥이 말랐다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {숙이다,조문,머리,뜻,표하다}
1. 조문의 뜻을 표하며 그는 머리를 한껏 숙였다.
2. 머리를 숙이며 고인의 뜻을 기려 표했다.
3. 머리를 숙여 조문한 후, 그 의미를 되새겨보았다.
4. 조문을 갔을 때 뜻 깊은 말을 표현하기 어려웠다.",1. 조문의 뜻을 표하며 그는 머리를 한껏 숙였다.,4. 조문을 갔을 때 뜻 깊은 말을 표현하기 어려웠다.,Kocommon_Gen
"반지를 교환했다.
     다음 원인에 적절한 답은 무엇일까요?",반지 사이즈가 맞지 않았다.,연인과 반지를 맞췄다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {청소하다,쓸다,빗자루,앞길,마을,사람들,동네}
1. 빗자루로 길을 쓸고 있는 사람이 있었다.
2. 앞길이 깨끗해지려면 청소를 해야 해.
3. 마을 사람들이 동네를 청소하고 있다.
4. 동네 사람들은 마을 앞길을 빗자루로 쓸며 깨끗이 청소했다.",4. 동네 사람들은 마을 앞길을 빗자루로 쓸며 깨끗이 청소했다.,2. 앞길이 깨끗해지려면 청소를 해야 해.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {인연,사람들,만나다,되다,있다}
1. 우리는 사람들과 의미있는 관계를 맺고 있다.
2. 좋은 친구를 만나다 보면 행복해질 수 있다.
3. 우리는 인연이 있는 사람들만 만나면 안 된다.
4. 사람들은 운명적인 인연을 믿는다.",3. 우리는 인연이 있는 사람들만 만나면 안 된다.,2. 좋은 친구를 만나다 보면 행복해질 수 있다.,Kocommon_Gen
"사냥꾼이 곰에게 총을 쏘아 맞혔다.
     다음 결과에 적절한 답은 무엇일까요?",곰이 쓰러졌다.,곰이 물고기를 잡았다.,Hellaswag
"여성이 서류에 도장을 찍었다.
     다음 원인에 적절한 답은 무엇일까요?",여성은 서류 내용에 동의했다.,여성은 서류 내용에 동의하지 않았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {떨어지다,능력,제거,각질,비누,보습}
1. 각질은 피부에서 자연스럽게 떨어집니다.
2. 비누를 사용하면 피부가 건조해질 수 있다.
3. 보습 크림을 바르면 피부가 촉촉해진다.
4. 예상과 달리 보습 비누의 각질 제거 능력이 오히려 떨어질 수 있다.",4. 예상과 달리 보습 비누의 각질 제거 능력이 오히려 떨어질 수 있다.,1. 각질은 피부에서 자연스럽게 떨어집니다.,Kocommon_Gen
"아이에게 자장가를 불러주었다.
     다음 결과에 적절한 답은 무엇일까요?",아이가 잠에 들었다.,아이가 잠에 들지 못했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {가지다,발대식,사업,광명시,경기}
1. 경기도에서 사업 아이디어를 가지고 강연을 했다.
2. 발대식은 일반적으로 사업 시작에 앞서 진행된다.
3. 경기 광명시는 어제 본격적으로 대대적인 사업 발대식을 가졌다.
4. 광명시에서 새로운 협회가 설립되었다.",3. 경기 광명시는 어제 본격적으로 대대적인 사업 발대식을 가졌다.,1. 경기도에서 사업 아이디어를 가지고 강연을 했다.,Kocommon_Gen
"남자가 열감기에 시달렸다.
     다음 결과에 적절한 답은 무엇일까요?",남자는 꼼짝도 하지 못한 채 누워만 있었다.,남자는 밖으로 나가 즐겁게 뛰어다녔다.,Hellaswag
"여자가 고양이가 싫어하는 부위를 만졌다.
     다음 결과에 적절한 답은 무엇일까요?",고양이가 여자를 물었다.,고양이가 여자의 손을 그루밍 해주었다.,Hellaswag
"남자가 아침에 심한 감기에 걸렸음을 깨달았다.
     다음 결과에 적절한 답은 무엇일까요?",남자가 전화로 연차를 냈다.,남자가 회사에 정상 출근했다.,Hellaswag
"배를 타고 여행을 갔다.
     다음 원인에 적절한 답은 무엇일까요?",비행기 표가 없었다.,바닷가에 세찬 바람이 불었다.,Hellaswag
"새가 날지 못한다.
     다음 원인에 적절한 답은 무엇일까요?",새의 날개가 부러졌다.,새의 다친 날개가 치유되었다.,Hellaswag
"형광등 불이 꺼졌다.
     다음 원인에 적절한 답은 무엇일까요?",형광등 스위치를 껐다.,형광등 스위치를 켰다.,Hellaswag
"남자가 타려던 항공편이 결항되었다.
     다음 결과에 적절한 답은 무엇일까요?",남자는 목적지에 일정보다 늦게 도착했다.,남자의 일정에는 변화가 없다.,Hellaswag
"아이가 엄마의 머리를 잡아당겼다.
     다음 결과에 적절한 답은 무엇일까요?",엄마가 미간을 찌푸렸다.,엄마가 트림을 했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {관객,영화,대부분,주부들}
1. 주부들은 시장에서 쇼핑을 자주 한다.
2. 이 영화의 관객 대부분은 영화를 보는 주부들이다.
3. 대부분의 관객은 액션 영화를 선호한다.
4. 영화관에 가면 다양한 영화를 볼 수 있다.",2. 이 영화의 관객 대부분은 영화를 보는 주부들이다.,1. 주부들은 시장에서 쇼핑을 자주 한다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {이웃,격추하다,나라,민간,여객기}
1. 여객기가 오늘 아침 출발했다.
2. 이웃 나라가 한 민간 여객기를 순식간에 격추해 버렸다.
3. 이웃 나라와의 관계가 긴장되었다.
4. 민간 항공사가 신규 노선을 개설했다.",2. 이웃 나라가 한 민간 여객기를 순식간에 격추해 버렸다.,1. 여객기가 오늘 아침 출발했다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {끝말잇기,놀이,조카,나,하다}
1. 조카와 놀이를 하며 시간을 보냈다.
2. 끝말잇기는 여러 사람이 함께 할 수 있는 놀이이다.
3. 나는 오늘 조카에게 새로운 놀이를 하자고 제안했다.
4. 나는 조카와 느긋이 집에서 끝말잇기 놀이를 했다.",4. 나는 조카와 느긋이 집에서 끝말잇기 놀이를 했다.,2. 끝말잇기는 여러 사람이 함께 할 수 있는 놀이이다.,Kocommon_Gen
"가장 좋아하는 노래가 라디오에서 흘러 나왔다.
     다음 결과에 적절한 답은 무엇일까요?",노래를 따라 불렀다.,귀를 막았다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {학구,냉소하다,던지다,한마디,조,보다,그것}
1. 그녀는 공을 높이 던지다가 잘못하여 창문을 깼다.
2. 그는 학구적 태도를 보이며 성실히 공부했다.
3. 상대방의 말에 냉소하다가 결국 다툼으로 번졌다.
4. 학구는 그것을 보고 조 선생님께 냉소하는 한마디를 던졌다.",4. 학구는 그것을 보고 조 선생님께 냉소하는 한마디를 던졌다.,2. 그는 학구적 태도를 보이며 성실히 공부했다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {얘기하다,뒷얘기,드라마,모이다,아줌마들}
1. 뒷얘기는 드라마만큼 재미있다.
2. 아줌마들이 드라마에 대해 얘기하다.
3. 아줌마들이 옹기종기 모여서 드라마의 뒷얘기를 열심히 얘기하고 있었다.
4. 사람들이 모이다 여러 이야기를 나눈다.",3. 아줌마들이 옹기종기 모여서 드라마의 뒷얘기를 열심히 얘기하고 있었다.,4. 사람들이 모이다 여러 이야기를 나눈다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {떼다,눈,격파술,시범단,국기원,이들}
1. 국기원에서는 많은 무술 시범단이 있다.
2. 떼다 기술은 무술에서 중요한 기술 중 하나이다.
3. 이들은 국기원 시범단의 격파술에서 절대 눈을 떼지 못했다.
4. 그 이들은 눈을 반짝이며 격파술을 선보였다.",3. 이들은 국기원 시범단의 격파술에서 절대 눈을 떼지 못했다.,1. 국기원에서는 많은 무술 시범단이 있다.,Kocommon_Gen
